# realdump/bin_5  RELASZ=0x56700  entries=14752
# idx | r_offset            r_info       type  sym | addend                 decode
 4504 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4505 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4506 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4507 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4508 | 0x000000000101f6b8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4509 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4510 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4511 | 0x000000000101f700  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4512 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4513 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4514 | 0x000000000101f748  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4515 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4516 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4517 | 0x000000000101f790  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4518 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4519 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4520 | 0x000000000101f7d8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4521 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4522 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4523 | 0x000000000101f820  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4524 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4525 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4526 | 0x000000000101f868  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4527 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4528 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4529 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4530 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4531 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4532 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4533 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4534 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4535 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4536 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4537 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4538 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4539 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4540 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4541 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4542 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4543 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4544 | 0x000000000101fa18  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
 4545 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000708eb8148  sub rbx,0x708;ret
 4546 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
 4547 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4548 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
 4549 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4550 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4551 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4552 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4553 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4554 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4555 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4556 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4557 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4558 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4559 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4560 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4561 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4562 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4563 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4564 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4565 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4566 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4567 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4568 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4569 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4570 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4571 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4572 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4573 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4574 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4575 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4576 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4577 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4578 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4579 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4580 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4581 | 0x000000000101fd90  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
 4582 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc3000000d8c38148  add rbx,0xd8;ret
 4583 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
 4584 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4585 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
 4586 | 0x000000000101fe08  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
 4587 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000390c38148  add rbx,0x390;ret
 4588 | 0x00000000008040e0  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
 4589 | 0x000000000101fe50  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
 4590 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0x000000000000000c  
 4591 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
 4592 | 0x00000000008040de  0x0000000f00000005  COPY      15 | 0x0000000000000000  
 4593 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x0000000000000000  
 4594 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
 4595 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0xffffffffffffffff  
 4596 | 0x000000000101fef8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4597 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4598 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4599 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4600 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4601 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4602 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4603 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4604 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4605 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4606 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4607 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4608 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4609 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4610 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4611 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4612 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4613 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4614 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4615 | 0x00000000010200c0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4616 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4617 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4618 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4619 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4620 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4621 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4622 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4623 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4624 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4625 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4626 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4627 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4628 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4629 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4630 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4631 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
 4632 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4633 | 0x0000000001020270  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
 4634 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000558eb8148  sub rbx,0x558;ret
 4635 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
 4636 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4637 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
 4638 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4639 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4640 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4641 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4642 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4643 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4644 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4645 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4646 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4647 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4648 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4649 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4650 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4651 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4652 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
 4653 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
 4654 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4655 | 0x0000000001020480  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4656 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4657 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4658 | 0x00000000010204c8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4659 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4660 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4661 | 0x0000000001020510  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4662 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4663 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4664 | 0x0000000001020558  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4665 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4666 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4667 | 0x00000000010205a0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4668 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4669 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4670 | 0x00000000010205e8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4671 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4672 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4673 | 0x0000000001020630  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4674 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4675 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4676 | 0x0000000001020678  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4677 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4678 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4679 | 0x00000000010206c0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4680 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4681 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4682 | 0x0000000001020708  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4683 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4684 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4685 | 0x0000000001020750  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4686 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4687 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4688 | 0x0000000001020798  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4689 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
 4690 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
 4691 | 0x00000000010207e0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
 4692 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
